,timestamp,open,close
0,2025-01-25 20:00:00,3342.0,3337.29
1,2025-01-25 21:00:00,3338.1,3344.67
2,2025-01-25 22:00:00,3344.79,3333.87
3,2025-01-25 23:00:00,3336.8,3319.25
4,2025-01-26 00:00:00,3320.9,3320.28
5,2025-01-26 01:00:00,3321.25,3331.18
6,2025-01-26 02:00:00,3329.73,3329.78
7,2025-01-26 03:00:00,3329.12,3338.63
8,2025-01-26 04:00:00,3337.99,3351.86
9,2025-01-26 05:00:00,3352.17,3342.73
10,2025-01-26 06:00:00,3340.94,3341.88
11,2025-01-26 07:00:00,3342.86,3338.1
12,2025-01-26 08:00:00,3338.64,3332.13
13,2025-01-26 09:00:00,3331.52,3298.8
14,2025-01-26 10:00:00,3301.12,3308.37
15,2025-01-26 11:00:00,3308.85,3309.23
16,2025-01-26 12:00:00,3310.08,3308.56
17,2025-01-26 13:00:00,3308.45,3307.36
18,2025-01-26 14:00:00,3306.64,3309.28
19,2025-01-26 15:00:00,3309.08,3315.56
20,2025-01-26 16:00:00,3314.84,3315.88
21,2025-01-26 17:00:00,3315.41,3335.84
22,2025-01-26 18:00:00,3334.26,3339.09
23,2025-01-26 19:00:00,3338.95,3337.93
24,2025-01-26 20:00:00,3338.88,3328.08
25,2025-01-26 21:00:00,3328.33,3297.73
26,2025-01-26 22:00:00,3295.64,3288.65
27,2025-01-26 23:00:00,3287.59,3233.09
28,2025-01-27 00:00:00,3232.59,3214.44
29,2025-01-27 01:00:00,3215.05,3189.7
30,2025-01-27 02:00:00,3188.55,3167.05
31,2025-01-27 03:00:00,3167.59,3183.42
32,2025-01-27 04:00:00,3183.02,3157.39
33,2025-01-27 05:00:00,3157.36,3141.19
34,2025-01-27 06:00:00,3139.78,3083.91
35,2025-01-27 07:00:00,3087.24,3070.94
36,2025-01-27 08:00:00,3070.35,3067.55
37,2025-01-27 09:00:00,3065.15,3078.82
38,2025-01-27 10:00:00,3077.45,3038.35
39,2025-01-27 11:00:00,3037.88,3058.82
40,2025-01-27 12:00:00,3059.27,3100.98
41,2025-01-27 13:00:00,3103.43,3098.97
42,2025-01-27 14:00:00,3097.8,3138.88
43,2025-01-27 15:00:00,3136.8,3132.29
44,2025-01-27 16:00:00,3132.86,3082.65
45,2025-01-27 17:00:00,3086.56,3072.66
46,2025-01-27 18:00:00,3072.51,3056.89
47,2025-01-27 19:00:00,3056.56,3075.56
48,2025-01-27 20:00:00,3075.63,3145.62
49,2025-01-27 21:00:00,3147.01,3159.62
50,2025-01-27 22:00:00,3160.41,3180.14
51,2025-01-27 23:00:00,3180.14,3182.16
52,2025-01-28 00:00:00,3182.64,3166.77
53,2025-01-28 01:00:00,3167.75,3165.65
54,2025-01-28 02:00:00,3168.85,3193.38
55,2025-01-28 03:00:00,3193.45,3203.33
56,2025-01-28 04:00:00,3203.64,3213.84
57,2025-01-28 05:00:00,3212.89,3213.55
58,2025-01-28 06:00:00,3211.5,3194.45
59,2025-01-28 07:00:00,3194.63,3195.8
60,2025-01-28 08:00:00,3196.51,3198.75
61,2025-01-28 09:00:00,3198.29,3196.42
62,2025-01-28 10:00:00,3196.16,3194.73
63,2025-01-28 11:00:00,3196.76,3184.42
64,2025-01-28 12:00:00,3182.85,3175.1
65,2025-01-28 13:00:00,3176.28,3173.76
66,2025-01-28 14:00:00,3172.58,3172.91
67,2025-01-28 15:00:00,3174.63,3181.84
68,2025-01-28 16:00:00,3179.58,3152.65
69,2025-01-28 17:00:00,3151.46,3167.47
70,2025-01-28 18:00:00,3166.86,3143.44
71,2025-01-28 19:00:00,3144.05,3147.14
72,2025-01-28 20:00:00,3147.8,3094.41
73,2025-01-28 21:00:00,3095.33,3053.99
74,2025-01-28 22:00:00,3053.3,3084.07
75,2025-01-28 23:00:00,3084.08,3077.46
76,2025-01-29 00:00:00,3077.04,3110.14
77,2025-01-29 01:00:00,3110.48,3111.11
78,2025-01-29 02:00:00,3111.32,3113.5
79,2025-01-29 03:00:00,3112.08,3131.46
80,2025-01-29 04:00:00,3128.46,3122.84
81,2025-01-29 05:00:00,3122.55,3131.76
82,2025-01-29 06:00:00,3130.71,3146.76
83,2025-01-29 07:00:00,3146.45,3156.94
84,2025-01-29 08:00:00,3156.51,3146.49
85,2025-01-29 09:00:00,3148.06,3130.26
86,2025-01-29 10:00:00,3128.14,3139.06
87,2025-01-29 11:00:00,3140.5,3134.75
88,2025-01-29 12:00:00,3134.06,3118.58
89,2025-01-29 13:00:00,3118.73,3101.02
90,2025-01-29 14:00:00,3103.09,3097.43
91,2025-01-29 15:00:00,3098.99,3100.2
92,2025-01-29 16:00:00,3100.01,3084.63
93,2025-01-29 17:00:00,3085.4,3113.18
94,2025-01-29 18:00:00,3113.71,3128.78
95,2025-01-29 19:00:00,3127.31,3125.7
96,2025-01-29 20:00:00,3125.56,3136.05
97,2025-01-29 21:00:00,3138.25,3140.66
98,2025-01-29 22:00:00,3140.04,3130.29
99,2025-01-29 23:00:00,3131.79,3114.64
100,2025-01-30 00:00:00,3115.36,3122.28
101,2025-01-30 01:00:00,3121.35,3137.08
102,2025-01-30 02:00:00,3135.07,3155.39
103,2025-01-30 03:00:00,3156.23,3201.96
104,2025-01-30 04:00:00,3200.94,3196.89
105,2025-01-30 05:00:00,3197.89,3194.97
106,2025-01-30 06:00:00,3195.51,3184.53
107,2025-01-30 07:00:00,3186.33,3191.03
108,2025-01-30 08:00:00,3191.04,3204.77
109,2025-01-30 09:00:00,3210.28,3221.46
110,2025-01-30 10:00:00,3220.09,3217.92
111,2025-01-30 11:00:00,3218.4,3223.61
112,2025-01-30 12:00:00,3223.5,3219.18
113,2025-01-30 13:00:00,3220.37,3262.59
114,2025-01-30 14:00:00,3264.65,3271.09
115,2025-01-30 15:00:00,3269.66,3255.41
116,2025-01-30 16:00:00,3256.41,3276.14
117,2025-01-30 17:00:00,3276.68,3273.9
118,2025-01-30 18:00:00,3274.21,3269.84
119,2025-01-30 19:00:00,3268.64,3272.25
120,2025-01-30 20:00:00,3271.89,3230.76
121,2025-01-30 21:00:00,3231.97,3244.01
122,2025-01-30 22:00:00,3245.26,3260.79
123,2025-01-30 23:00:00,3261.12,3247.59
124,2025-01-31 00:00:00,3249.58,3270.16
125,2025-01-31 01:00:00,3270.81,3269.96
126,2025-01-31 02:00:00,3270.82,3245.18
127,2025-01-31 03:00:00,3245.18,3230.77
128,2025-01-31 04:00:00,3230.24,3216.29
129,2025-01-31 05:00:00,3217.05,3246.15
130,2025-01-31 06:00:00,3245.28,3262.75
131,2025-01-31 07:00:00,3262.34,3242.35
132,2025-01-31 08:00:00,3243.41,3236.92
133,2025-01-31 09:00:00,3236.67,3261.39
134,2025-01-31 10:00:00,3262.73,3270.25
135,2025-01-31 11:00:00,3270.6,3335.26
136,2025-01-31 12:00:00,3338.32,3351.26
137,2025-01-31 13:00:00,3351.19,3354.5
138,2025-01-31 14:00:00,3355.51,3351.05
139,2025-01-31 15:00:00,3351.75,3426.5
140,2025-01-31 16:00:00,3427.98,3404.46
141,2025-01-31 17:00:00,3404.58,3374.44
142,2025-01-31 18:00:00,3373.95,3315.02
143,2025-01-31 19:00:00,3314.92,3339.77
144,2025-01-31 20:00:00,3338.48,3315.94
145,2025-01-31 21:00:00,3315.45,3318.68
146,2025-01-31 22:00:00,3317.35,3295.88
147,2025-01-31 23:00:00,3293.95,3299.42
148,2025-02-01 00:00:00,3298.99,3317.99
149,2025-02-01 01:00:00,3317.16,3313.16
150,2025-02-01 02:00:00,3312.93,3303.33
151,2025-02-01 03:00:00,3306.5,3291.61
152,2025-02-01 04:00:00,3291.76,3294.27
153,2025-02-01 05:00:00,3293.63,3296.52
154,2025-02-01 06:00:00,3296.73,3295.21
155,2025-02-01 07:00:00,3293.72,3282.42
156,2025-02-01 08:00:00,3282.87,3267.89
157,2025-02-01 09:00:00,3265.16,3236.89
158,2025-02-01 10:00:00,3236.2,3233.0
159,2025-02-01 11:00:00,3235.14,3251.23
160,2025-02-01 12:00:00,3250.57,3266.07
161,2025-02-01 13:00:00,3265.67,3247.13
162,2025-02-01 14:00:00,3245.01,3238.84
163,2025-02-01 15:00:00,3241.18,3250.31
164,2025-02-01 16:00:00,3249.69,3243.39
165,2025-02-01 17:00:00,3245.08,3260.88
166,2025-02-01 18:00:00,3256.71,3243.15
167,2025-02-01 19:00:00,3244.37,3197.68
168,2025-02-01 20:00:00,3196.88,3157.84
169,2025-02-01 21:00:00,3157.27,3148.93
170,2025-02-01 22:00:00,3148.7,3135.15
171,2025-02-01 23:00:00,3133.65,3115.57
172,2025-02-02 00:00:00,3115.33,3151.31
173,2025-02-02 01:00:00,3150.6,3150.35
174,2025-02-02 02:00:00,3150.12,3117.6
175,2025-02-02 03:00:00,3113.69,3077.42
176,2025-02-02 04:00:00,3078.06,3095.53
177,2025-02-02 05:00:00,3093.98,3116.52
178,2025-02-02 06:00:00,3116.53,3113.29
179,2025-02-02 07:00:00,3113.28,3101.3
180,2025-02-02 08:00:00,3100.78,3109.22
181,2025-02-02 09:00:00,3109.69,3111.0
182,2025-02-02 10:00:00,3108.89,3104.19
183,2025-02-02 11:00:00,3104.28,3064.05
184,2025-02-02 12:00:00,3063.57,3054.51
185,2025-02-02 13:00:00,3056.62,3087.08
186,2025-02-02 14:00:00,3086.13,3087.2
187,2025-02-02 15:00:00,3082.19,3079.14
188,2025-02-02 16:00:00,3079.78,3015.23
189,2025-02-02 17:00:00,3015.31,2972.08
190,2025-02-02 18:00:00,2973.38,2928.28
191,2025-02-02 19:00:00,2928.79,2958.82
192,2025-02-02 20:00:00,2958.2,2950.58
193,2025-02-02 21:00:00,2950.58,2907.59
194,2025-02-02 22:00:00,2908.08,2874.85
195,2025-02-02 23:00:00,2874.66,2870.05
196,2025-02-03 00:00:00,2870.89,2823.28
197,2025-02-03 01:00:00,2822.44,2492.3
198,2025-02-03 02:00:00,2497.99,2487.6
199,2025-02-03 03:00:00,2487.39,2526.83
200,2025-02-03 04:00:00,2527.31,2452.83
201,2025-02-03 05:00:00,2453.41,2515.03
202,2025-02-03 06:00:00,2514.83,2524.58
203,2025-02-03 07:00:00,2524.52,2621.58
204,2025-02-03 08:00:00,2620.71,2573.19
205,2025-02-03 09:00:00,2572.44,2571.5
206,2025-02-03 10:00:00,2571.95,2608.3
207,2025-02-03 11:00:00,2607.41,2586.69
208,2025-02-03 12:00:00,2587.26,2581.41
209,2025-02-03 13:00:00,2580.34,2577.0
210,2025-02-03 14:00:00,2578.84,2621.57
211,2025-02-03 15:00:00,2620.0,2701.73
212,2025-02-03 16:00:00,2699.39,2705.92
213,2025-02-03 17:00:00,2706.86,2708.41
214,2025-02-03 18:00:00,2707.65,2732.95
215,2025-02-03 19:00:00,2732.76,2765.29
216,2025-02-03 20:00:00,2763.65,2704.18
217,2025-02-03 21:00:00,2703.38,2816.82
218,2025-02-03 22:00:00,2817.89,2867.31
219,2025-02-03 23:00:00,2871.5,2880.1
220,2025-02-04 00:00:00,2879.87,2839.23
221,2025-02-04 01:00:00,2840.75,2853.67
222,2025-02-04 02:00:00,2854.05,2801.81
223,2025-02-04 03:00:00,2801.29,2812.69
224,2025-02-04 04:00:00,2813.09,2800.85
225,2025-02-04 05:00:00,2801.01,2691.46
226,2025-02-04 06:00:00,2693.26,2727.7
227,2025-02-04 07:00:00,2727.02,2703.32
228,2025-02-04 08:00:00,2704.38,2698.0
229,2025-02-04 09:00:00,2698.09,2695.07
230,2025-02-04 10:00:00,2694.91,2748.7
231,2025-02-04 11:00:00,2751.54,2758.32
232,2025-02-04 12:00:00,2758.51,2803.59
233,2025-02-04 13:00:00,2802.04,2800.6
234,2025-02-04 14:00:00,2801.43,2818.36
235,2025-02-04 15:00:00,2817.96,2777.18
236,2025-02-04 16:00:00,2777.45,2792.69
237,2025-02-04 17:00:00,2793.35,2815.48
238,2025-02-04 18:00:00,2813.41,2829.49
239,2025-02-04 19:00:00,2829.45,2770.5
240,2025-02-04 20:00:00,2770.55,2732.77
241,2025-02-04 21:00:00,2734.48,2640.33
242,2025-02-04 22:00:00,2639.53,2683.12
243,2025-02-04 23:00:00,2683.64,2731.09
244,2025-02-05 00:00:00,2731.73,2729.27
245,2025-02-05 01:00:00,2730.81,2721.98
246,2025-02-05 02:00:00,2722.37,2740.11
247,2025-02-05 03:00:00,2739.71,2721.86
248,2025-02-05 04:00:00,2722.27,2729.8
249,2025-02-05 05:00:00,2730.21,2784.55
250,2025-02-05 06:00:00,2784.77,2744.28
251,2025-02-05 07:00:00,2744.38,2759.63
252,2025-02-05 08:00:00,2759.03,2772.57
253,2025-02-05 09:00:00,2770.05,2756.42
254,2025-02-05 10:00:00,2758.73,2779.21
255,2025-02-05 11:00:00,2782.63,2799.96
256,2025-02-05 12:00:00,2800.21,2787.37
257,2025-02-05 13:00:00,2787.21,2817.38
258,2025-02-05 14:00:00,2817.46,2786.57
259,2025-02-05 15:00:00,2787.15,2772.93
260,2025-02-05 16:00:00,2772.49,2770.02
261,2025-02-05 17:00:00,2770.33,2740.1
262,2025-02-05 18:00:00,2741.29,2723.68
263,2025-02-05 19:00:00,2722.53,2777.25
264,2025-02-05 20:00:00,2776.74,2763.66
265,2025-02-05 21:00:00,2763.47,2786.35
266,2025-02-05 22:00:00,2787.04,2760.81
267,2025-02-05 23:00:00,2759.52,2788.48
268,2025-02-06 00:00:00,2787.69,2767.23
269,2025-02-06 01:00:00,2768.69,2789.64
270,2025-02-06 02:00:00,2789.72,2808.18
271,2025-02-06 03:00:00,2808.3,2808.97
272,2025-02-06 04:00:00,2808.98,2820.78
273,2025-02-06 05:00:00,2821.83,2831.91
274,2025-02-06 06:00:00,2832.65,2853.69
275,2025-02-06 07:00:00,2853.24,2831.58
276,2025-02-06 08:00:00,2831.89,2830.41
277,2025-02-06 09:00:00,2830.63,2851.74
278,2025-02-06 10:00:00,2852.93,2829.32
279,2025-02-06 11:00:00,2830.6,2804.13
280,2025-02-06 12:00:00,2803.66,2771.14
281,2025-02-06 13:00:00,2772.14,2791.49
282,2025-02-06 14:00:00,2792.54,2752.05
283,2025-02-06 15:00:00,2752.79,2705.68
284,2025-02-06 16:00:00,2705.41,2707.29
285,2025-02-06 17:00:00,2708.15,2701.62
286,2025-02-06 18:00:00,2700.93,2694.4
287,2025-02-06 19:00:00,2693.34,2686.41
288,2025-02-06 20:00:00,2686.82,2721.87
289,2025-02-06 21:00:00,2723.22,2709.35
290,2025-02-06 22:00:00,2709.89,2699.5
291,2025-02-06 23:00:00,2700.07,2687.09
292,2025-02-07 00:00:00,2687.53,2690.01
293,2025-02-07 01:00:00,2690.01,2717.62
294,2025-02-07 02:00:00,2717.74,2725.03
295,2025-02-07 03:00:00,2724.45,2716.47
296,2025-02-07 04:00:00,2716.13,2720.66
297,2025-02-07 05:00:00,2723.19,2713.68
298,2025-02-07 06:00:00,2713.16,2696.51
299,2025-02-07 07:00:00,2699.51,2713.07
